cpf,nome_completo,profissao,trabalha_com_carteira_assinada,idade,localizacao,renda_mensal,estado_civil,numero_de_dependentes,score_de_credito,inadimplencia_anterior,valor_total_do_credito_em_aberto,tipo_de_credito_utilizado_anteriormente,valor_da_compra_a_credito,numero_de_parcelas,taxa_de_juros_mensal_(%),taxa_de_juros_anual_(%),percentual_de_entrada_(%),valor_da_entrada,compra_com_entrada,tipo_de_produto_ou_servico_adquirido,data_da_compra,data_de_entrega,data_da_ultima_compra,data_da_proxima_parcela,numero_de_compras_a_credito_anteriores,montante_total_ja_financiado,percentual_de_comprometimento_de_renda_(%),status_do_pagamento_atual,canal_de_aquisicao,comentarios_e_historico_de_interacoes,status_pgto_ordem,risco_pagamento,score_ajustado
046.983.175-84,Danilo Alves,Arquivista,0,27,da Conceição,4101,Divorciado,0,384,0,17858.82,Imobiliário,21071.31,6,1.89,10.7,0,4818.54,True,Eletrodomésticos,2024-07-14,2024-11-19,2021-10-31,2024-11-08,15,95736.61,29.02,Em dia,Online,Nesciunt occaecati molestias consequuntur voluptatem a quaerat dolorum corporis sit.,1,0,384.0
601.957.348-66,Calebe Viana,Educador integrado à saúde pública,1,41,Cardoso,17659,Casado,4,314,0,12343.8,Veículo,40122.53,24,1.48,23.41,10,7936.91,False,Eletrodomésticos,2022-07-10,2024-11-22,2024-03-30,2024-12-29,11,95710.77,16.03,Atrasado,Presencial,Reiciendis voluptas explicabo minus voluptate consequuntur.,3,0,314.0
037.594.182-79,Sra. Rafaela Cardoso,Despachante,1,69,Nunes,3977,Divorciado,3,541,0,14822.33,Imobiliário,9565.65,24,2.46,12.7,40,7230.4,True,Móveis,2024-04-14,2024-11-22,2021-05-20,2025-01-01,16,45693.19,13.85,Renegociado,Online,Eligendi sapiente accusantium deleniti est aliquam atque quia pariatur iusto minus itaque.,2,1,541.0
452.860.917-76,Daniel Rocha,Jardineiro,0,24,Cavalcanti de Goiás,11237,Divorciado,1,785,0,37461.53,Imobiliário,46894.01,6,2.61,34.85,0,2363.05,True,Móveis,2022-06-09,2024-12-02,2021-11-13,2024-12-26,1,20934.84,32.1,Atrasado,Telefone,Facilis veniam omnis architecto tempore qui voluptatibus placeat quam dicta magnam quidem consectetur.,3,0,785.0
435.071.689-01,Laura da Cruz,Cortador de cana-de-açucar,1,39,Fernandes,16268,Casado,3,753,0,25461.24,Imobiliário,30775.15,24,2.34,23.76,20,9243.65,False,Móveis,2022-09-20,2024-11-09,2024-09-15,2024-12-01,16,83673.63,31.73,Renegociado,Online,Eum odit soluta possimus rem eius necessitatibus culpa officia dolore voluptas inventore qui.,2,1,753.0
502.674.813-90,Isaac Rocha,Técnico em desporto,1,20,Jesus,15649,Solteiro,0,393,0,13319.71,Pessoal,3041.78,24,1.04,18.0,0,5010.8,True,Ferramentas,2024-10-16,2024-11-06,2021-01-22,2024-11-27,6,33799.42,12.33,Em dia,Online,Quam fugiat numquam eius itaque saepe eos maiores atque voluptatem.,1,0,393.0
097.541.283-32,Felipe Caldeira,Maquinista,1,31,Rezende Verde,7135,Divorciado,4,528,0,11311.98,Veículo,16454.38,36,0.74,20.68,0,110.55,True,Ferramentas,2023-07-13,2024-11-13,2023-01-03,2024-12-16,1,12075.74,43.55,Em dia,Telefone,Praesentium fugit delectus nihil omnis odit placeat fuga.,1,1,528.0
271.549.038-05,Olivia Fogaça,Perito judicial,0,39,Costela Alegre,2361,Casado,3,714,1,17391.42,Imobiliário,21334.73,6,2.05,20.8,0,7104.75,True,Eletrodomésticos,2022-03-11,2024-11-20,2024-06-30,2025-01-03,9,25460.39,47.15,Em dia,Presencial,Unde reiciendis at molestiae corrupti quod suscipit reprehenderit reprehenderit natus impedit molestias.,1,0,357.0
281.736.954-82,Maria Cecília Costa,Assessor de imprensa,1,19,Moura Grande,4872,Viúvo,0,509,1,42542.54,Pessoal,7754.8,6,2.1,33.02,40,5164.29,True,Eletrodomésticos,2023-08-17,2024-11-21,2023-06-05,2024-12-27,2,24312.79,28.73,Renegociado,Online,Ut unde doloremque itaque corporis officiis.,2,0,254.5
730.582.169-12,Augusto Cavalcanti,Técnico em documentação,0,53,Nogueira,15865,Viúvo,4,310,0,17157.81,Imobiliário,11945.43,24,2.21,9.76,0,3920.58,False,Eletrônicos,2022-04-27,2024-11-09,2023-02-27,2024-12-03,16,14233.95,43.73,Renegociado,Presencial,Ipsum magnam neque voluptatem sunt dolorem perspiciatis.,2,0,310.0
794.853.120-32,Evelyn Cavalcanti,Filósofo,1,60,da Paz,13441,Divorciado,0,430,1,15889.78,Imobiliário,28122.66,24,0.71,7.23,30,516.7,True,Eletrônicos,2023-12-23,2024-11-06,2024-08-09,2024-12-28,16,96574.55,46.14,Renegociado,Presencial,Animi provident recusandae voluptatem et earum reiciendis molestiae odit animi suscipit eligendi iure.,2,0,215.0
859.732.104-05,Kamilly da Conceição,Analista de sistemas,1,55,Alves,4801,Casado,2,402,1,33155.47,Imobiliário,13111.37,48,1.93,32.35,10,6408.85,False,Eletrodomésticos,2024-02-28,2024-12-03,2021-02-28,2024-11-06,16,65253.98,39.22,Atrasado,Online,Neque praesentium architecto ratione in et dicta minima voluptates soluta molestias.,3,0,201.0
748.923.051-97,Enzo Gabriel Araújo,Pintor,1,64,Azevedo,5703,Viúvo,4,789,0,47306.01,Veículo,8664.75,6,1.26,11.03,30,715.24,True,Eletrônicos,2022-01-09,2024-11-08,2021-11-15,2024-11-20,13,81988.02,35.25,Renegociado,Online,Placeat sapiente quibusdam iure architecto nesciunt eum nobis nam esse magni non quae.,2,1,789.0
205.641.938-60,Kevin Nogueira,Governanta,1,66,da Cruz,10977,Divorciado,0,419,1,49689.19,Pessoal,4141.55,24,0.68,16.14,40,7531.06,False,Móveis,2024-01-21,2024-11-06,2023-02-20,2024-11-17,17,50612.02,47.36,Atrasado,Presencial,Cumque repudiandae distinctio ea maiores illum minima similique vero placeat.,3,0,209.5
863.457.129-73,João Gabriel Gomes,Almirante,1,30,Martins do Sul,8644,Viúvo,2,339,1,9418.13,Pessoal,33897.04,36,1.94,23.49,20,4637.25,False,Ferramentas,2022-04-15,2024-12-04,2023-03-12,2024-11-08,9,16151.91,16.39,Renegociado,Online,Aspernatur dolores id autem beatae occaecati pariatur adipisci sed qui molestias.,2,0,169.5
569.084.732-10,Rodrigo Nogueira,Regente,0,27,Rocha de Monteiro,18900,Viúvo,3,414,0,44960.14,Imobiliário,20461.64,48,2.7,23.45,0,8720.25,False,Móveis,2024-04-16,2024-11-05,2021-03-14,2024-12-07,9,14750.7,35.52,Em dia,Telefone,Aut unde officia molestiae officia sed quos atque quisquam repellendus ad repudiandae.,1,0,414.0
203.871.654-44,Raquel Correia,Gerente de vendas,0,54,Nunes,15554,Viúvo,1,813,0,47735.2,Imobiliário,34267.93,6,1.6,16.3,10,7728.9,False,Eletrodomésticos,2021-11-11,2024-11-14,2022-04-15,2024-11-08,18,80712.54,19.56,Em dia,Presencial,Totam harum quis vitae alias blanditiis.,1,1,813.0
784.021.635-80,Bárbara Correia,Engenheiro de som,1,42,da Rosa de Ramos,9757,Solteiro,1,364,1,4884.86,Veículo,46334.51,24,2.14,14.0,0,4581.78,True,Eletrônicos,2022-12-05,2024-11-13,2023-01-29,2025-01-02,18,69107.03,12.24,Renegociado,Presencial,Nesciunt dolor quod nihil corporis mollitia tempora dolore temporibus maiores ut.,2,0,182.0
719.650.238-86,Calebe Gomes,Psicomotricista,1,22,Viana dos Dourados,9297,Viúvo,4,828,0,8899.13,Pessoal,9251.29,36,2.6,27.44,0,2801.21,False,Ferramentas,2024-03-09,2024-11-23,2023-02-18,2024-11-27,6,79797.44,33.76,Atrasado,Telefone,Optio non iste aliquid quae aliquid laudantium itaque nostrum similique quos.,3,0,828.0
504.789.263-83,Sr. Paulo Melo,Dublador,1,22,Freitas,10669,Casado,2,448,0,49282.5,Veículo,16076.63,12,1.9,26.46,20,1182.9,False,Eletrônicos,2024-09-02,2024-11-28,2021-03-30,2024-12-27,14,97457.51,24.66,Em dia,Presencial,Voluptatum deleniti explicabo ipsum reiciendis ipsam qui quisquam.,1,0,448.0
819.574.302-14,João Guilherme Cardoso,Alpinista,1,41,Mendes da Serra,17649,Viúvo,3,748,0,47062.19,Imobiliário,11606.69,12,2.08,14.0,20,5902.03,False,Ferramentas,2022-07-18,2024-11-10,2021-12-13,2024-12-17,9,15866.2,31.99,Atrasado,Online,Aut eveniet odio placeat quisquam ipsam temporibus facere.,3,0,748.0
832.456.970-74,Otávio da Costa,Gestor de tecnologia da informação,1,48,Mendes do Amparo,5361,Viúvo,0,385,0,25499.31,Parcelamento em Loja,16983.88,24,0.78,27.56,30,4935.31,False,Eletrodomésticos,2022-10-23,2024-11-17,2021-12-15,2025-01-02,19,19479.06,16.11,Atrasado,Presencial,Minima nulla perferendis qui maxime quae eius.,3,0,385.0
957.863.042-56,Kevin Souza,Webdesigner,1,30,Castro de Mendes,4882,Divorciado,0,337,1,13194.98,Veículo,35043.66,36,0.93,20.35,20,9492.75,False,Móveis,2024-10-02,2024-12-03,2022-04-04,2024-11-29,10,7749.54,22.63,Renegociado,Telefone,Est voluptatem modi autem asperiores aperiam.,2,0,168.5
865.714.392-55,Sr. Renan Pereira,Salgadeira,1,66,Campos da Praia,16429,Casado,4,782,0,22264.77,Veículo,46371.06,48,2.65,34.1,40,9549.81,False,Eletrodomésticos,2023-04-09,2024-11-19,2023-03-07,2024-12-24,7,43085.39,20.28,Em dia,Presencial,Veritatis officiis praesentium quibusdam vel voluptate recusandae sed dicta modi ipsam eveniet.,1,1,782.0
859.376.240-92,Raul Jesus,Marechal,1,69,Araújo da Prata,13220,Viúvo,0,568,1,20784.86,Veículo,21152.59,36,1.34,6.55,20,5508.06,False,Eletrônicos,2023-12-04,2024-12-04,2021-06-04,2024-12-03,19,87841.36,16.16,Atrasado,Online,Reprehenderit quod nobis quia nesciunt ipsa sit nulla modi soluta consequuntur.,3,0,284.0
983.742.516-46,Esther Monteiro,Major,1,19,Castro,15648,Casado,1,667,0,3284.5,Parcelamento em Loja,20518.77,12,2.91,19.12,10,2924.66,False,Móveis,2022-05-05,2024-11-30,2024-05-14,2024-11-17,6,62889.8,26.82,Renegociado,Online,Rem occaecati facere maiores ea voluptate nemo eos totam.,2,1,667.0
608.247.135-08,Gabriel Sales,Xilógrafo,0,48,Ramos,3604,Viúvo,1,462,1,5298.83,Pessoal,29188.08,24,1.11,15.39,30,1866.49,True,Ferramentas,2023-03-25,2024-11-08,2021-08-08,2024-12-03,2,28648.31,19.86,Em dia,Telefone,Reprehenderit incidunt sequi veritatis repellendus architecto dolor consequatur.,1,0,231.0
438.620.579-92,Isadora Ferreira,Assistente de produção,0,24,Costa,8088,Divorciado,2,681,0,25538.29,Pessoal,9293.63,24,1.07,27.64,20,8171.15,False,Ferramentas,2023-06-07,2024-12-04,2021-01-12,2025-01-02,19,46365.85,41.07,Renegociado,Telefone,Laboriosam quis magni dignissimos blanditiis neque libero iste totam nobis.,2,0,681.0
107.295.648-94,Srta. Valentina Almeida,Cameraman,1,58,Costela da Praia,6015,Solteiro,4,416,0,31517.65,Parcelamento em Loja,26331.73,6,2.83,15.88,40,7808.76,False,Ferramentas,2024-03-05,2024-11-18,2022-08-31,2024-12-07,6,76654.71,18.84,Em dia,Online,Optio doloremque magni vitae quo dignissimos alias.,1,0,416.0
348.079.126-31,Yago da Conceição,Prático,1,27,Porto das Pedras,14025,Solteiro,0,699,1,48728.31,Parcelamento em Loja,37836.22,6,1.82,9.39,0,2265.95,False,Móveis,2023-07-11,2024-11-11,2022-12-06,2025-01-03,2,32016.79,39.96,Renegociado,Telefone,Rerum ex fuga provident esse cum reprehenderit dolorem error fugiat voluptatibus fuga mollitia.,2,0,349.5
572.394.081-32,Sr. João Pedro Porto,Jogador de tênis de mesa,1,37,Santos,4528,Divorciado,4,319,0,43535.97,Veículo,39840.66,6,1.31,17.22,40,9027.14,False,Móveis,2024-01-26,2024-11-08,2024-06-17,2024-12-24,12,83098.58,28.12,Renegociado,Presencial,Qui modi nesciunt reiciendis ad iure dignissimos eos fugit iusto ducimus debitis commodi quia.,2,0,319.0
061.892.473-69,Sra. Ana Clara Correia,Vigia parlamentar,1,54,Novaes,6888,Viúvo,0,727,0,17341.78,Pessoal,918.18,6,1.83,10.43,0,3968.18,True,Móveis,2024-08-21,2024-11-27,2024-05-29,2024-12-28,9,64277.91,47.6,Renegociado,Online,Explicabo eligendi aspernatur occaecati eaque ut ut beatae aperiam a accusamus cum cumque.,2,1,727.0
130.568.794-93,Lara Freitas,Tecnólogo em navegação fluvial,0,69,da Conceição,5724,Solteiro,2,321,0,33944.32,Parcelamento em Loja,23236.99,48,2.8,9.37,30,7424.91,True,Ferramentas,2023-07-08,2024-12-04,2021-09-19,2024-11-11,2,82009.94,12.95,Atrasado,Online,Optio illo mollitia officia velit tempora atque ratione error earum laboriosam praesentium.,3,0,321.0
582.741.903-60,Bryan Martins,Especialista em agronegócios,1,58,Aragão,14145,Viúvo,3,614,0,15730.73,Pessoal,43045.03,12,1.86,19.05,30,3843.37,True,Eletrônicos,2022-10-11,2024-11-17,2021-06-10,2024-11-13,16,6603.84,29.92,Atrasado,Presencial,Provident ducimus natus possimus repellat enim.,3,0,614.0
781.932.504-60,Diego Nogueira,Personal trainer,0,28,Moraes,4380,Divorciado,3,481,0,13350.76,Veículo,29326.13,48,2.72,28.84,0,4587.78,False,Móveis,2024-04-19,2024-11-12,2024-04-05,2024-12-02,15,13346.47,13.31,Renegociado,Telefone,Nihil quaerat commodi illo optio voluptatum voluptas.,2,0,481.0
517.490.386-84,Dr. Luiz Felipe Pereira,Moldureiro,1,69,Souza,16163,Casado,3,648,0,7243.31,Imobiliário,47902.26,36,2.92,17.74,20,6533.56,False,Eletrônicos,2023-05-04,2024-11-29,2024-03-16,2024-12-08,7,42581.66,33.92,Atrasado,Presencial,Repellat incidunt sequi expedita ut adipisci.,3,0,648.0
689.751.430-66,Olivia Oliveira,Maestro,0,51,Teixeira,6736,Solteiro,1,376,0,9365.87,Imobiliário,21094.82,12,1.94,12.0,10,9203.88,False,Eletrônicos,2023-07-31,2024-11-09,2021-10-13,2024-12-18,1,90456.86,37.82,Renegociado,Presencial,Fugit reprehenderit blanditiis tempora impedit iste commodi quia voluptatibus impedit veritatis a voluptatum.,2,0,376.0
763.485.102-71,Vitória Melo,Profissional de linguística,1,55,Viana de Goiás,11600,Casado,3,656,0,48809.36,Imobiliário,48106.33,36,1.57,15.04,10,5937.17,False,Móveis,2024-10-08,2024-11-29,2023-10-26,2024-12-27,13,13104.56,35.37,Renegociado,Online,Totam eius repellat ullam consequatur sed consectetur perspiciatis voluptatem eaque nihil.,2,0,656.0
465.790.821-94,Pietro Farias,Vereador,0,70,Moura,15806,Viúvo,3,442,0,49936.89,Parcelamento em Loja,8678.04,24,2.22,32.74,10,8614.51,True,Eletrodomésticos,2022-04-19,2024-12-04,2023-07-21,2024-12-24,9,23856.84,45.39,Em dia,Online,Asperiores voluptates quam voluptas mollitia tempora.,1,0,442.0
658.127.093-86,Kamilly Vieira,Profissional de comércio exterior,1,41,Castro,18597,Solteiro,1,791,1,40350.83,Parcelamento em Loja,7814.14,24,0.98,17.29,10,4835.28,True,Eletrônicos,2022-10-21,2024-11-15,2021-03-23,2024-12-19,19,47715.54,19.77,Em dia,Telefone,Facere qui atque sint nostrum eveniet odio eius illo earum ad cum.,1,0,395.5
572.301.486-26,Maria Alice Teixeira,Patologista,0,29,das Neves,15847,Viúvo,4,354,0,17516.4,Parcelamento em Loja,49487.66,48,2.6,6.68,20,3771.28,True,Eletrônicos,2024-07-26,2024-11-18,2023-01-18,2024-11-08,16,91303.87,22.89,Atrasado,Online,Quod expedita itaque sed tenetur ipsa esse sit fugiat.,3,0,354.0
218.507.436-90,Maria Alice Teixeira,Engenheiro de projetos,1,56,Viana,5184,Casado,0,688,1,31324.3,Imobiliário,29637.5,24,1.49,12.05,0,2280.11,True,Ferramentas,2024-08-01,2024-11-06,2021-06-22,2024-12-17,14,16739.52,24.22,Em dia,Presencial,Beatae fugit laudantium consectetur dolor necessitatibus.,1,0,344.0
514.360.279-34,João Pedro Cardoso,Construtor,1,23,da Paz Paulista,8393,Viúvo,4,792,1,9993.35,Veículo,47874.35,12,2.6,21.72,20,3684.47,False,Ferramentas,2023-10-10,2024-11-24,2023-07-03,2024-11-13,4,38357.53,44.67,Atrasado,Telefone,Quasi odit tempora odio explicabo quidem odit laborum ipsa sed.,3,0,396.0
384.796.120-96,Raquel Peixoto,Jogador de basquete,0,40,Nunes,15978,Viúvo,4,305,0,6351.53,Imobiliário,33078.03,24,2.44,25.98,30,8384.59,True,Ferramentas,2022-07-04,2024-11-21,2022-09-23,2024-12-09,16,89092.24,40.97,Em dia,Online,Repellat error aliquid dolor similique recusandae repellendus eum voluptate.,1,0,305.0
680.217.945-85,Maria Julia das Neves,Motofrete,1,22,Nogueira do Galho,16602,Viúvo,1,481,0,49211.89,Parcelamento em Loja,12421.77,12,1.49,26.89,30,9253.9,False,Eletrônicos,2024-10-18,2024-11-12,2021-02-23,2024-11-22,13,81460.42,23.45,Atrasado,Presencial,Exercitationem quas voluptatem rerum quos earum enim placeat soluta id.,3,0,481.0
079.832.465-10,Srta. Eduarda Moreira,Engenheiro acústico,1,20,Ribeiro dos Dourados,18159,Viúvo,0,455,0,8995.44,Pessoal,49402.65,6,2.38,18.67,0,4065.09,False,Eletrônicos,2022-08-24,2024-11-27,2022-08-22,2024-11-27,6,57941.8,29.43,Em dia,Online,Debitis tenetur dolorem a iusto dolores doloremque.,1,0,455.0
463.790.215-07,Emanuel Aragão,Chefe de cozinha,1,56,Cunha da Mata,4450,Casado,0,311,0,39081.5,Imobiliário,24668.26,36,2.75,25.5,10,6938.11,True,Móveis,2021-11-05,2024-11-26,2023-11-29,2024-12-27,8,21072.42,42.35,Em dia,Presencial,Unde eius quasi possimus fugiat laboriosam neque dicta facere.,1,0,311.0
237.450.681-90,Dr. Daniel Correia,Agente de defesa sanitária,1,59,Cardoso,15784,Solteiro,0,517,0,23508.36,Veículo,20399.13,36,2.71,8.54,30,6963.79,False,Móveis,2023-12-28,2024-11-22,2023-07-17,2024-12-13,3,33224.22,20.67,Em dia,Telefone,Ea quos itaque maxime nihil et aperiam.,1,1,517.0
576.910.238-12,João Felipe Moreira,Epidemiólogo,1,25,Lima do Oeste,7780,Divorciado,0,669,1,43692.98,Pessoal,45455.21,24,2.04,27.34,20,8952.93,True,Eletrônicos,2022-04-21,2024-11-29,2023-03-04,2024-12-18,11,20328.62,32.98,Em dia,Telefone,Enim nesciunt eligendi ipsam officiis incidunt.,1,0,334.5
543.820.916-24,Gustavo Ramos,Tecnólogo em produção de bebidas,1,34,Caldeira,18284,Solteiro,1,732,0,14295.87,Pessoal,20550.41,48,0.88,24.84,30,6706.29,True,Móveis,2023-12-14,2024-11-19,2021-03-09,2024-12-12,8,95998.09,37.79,Em dia,Telefone,Deserunt praesentium rem magnam animi quam modi vitae assumenda dignissimos assumenda at.,1,1,732.0
843.127.609-69,Marcos Vinicius Peixoto,Engenheiro petroquímico,1,56,Cunha Grande,14498,Solteiro,0,315,0,1908.81,Veículo,22541.9,12,1.44,11.71,20,8665.5,True,Móveis,2022-06-17,2024-11-19,2023-12-26,2024-12-21,5,51290.86,44.51,Em dia,Telefone,Dolorum inventore modi cupiditate aut reiciendis.,1,0,315.0
836.147.952-09,Emanuel das Neves,Bedel,1,50,da Cruz de Farias,11780,Viúvo,1,767,0,29355.6,Parcelamento em Loja,36043.16,24,2.54,18.14,0,2761.21,True,Móveis,2022-02-25,2024-11-24,2024-01-29,2024-11-24,5,20600.9,28.13,Em dia,Online,Reiciendis aspernatur itaque aliquid perferendis occaecati eum error ex iste amet odit.,1,1,767.0
782.156.403-62,Vinicius Cunha,Engenheiro de energia,1,47,da Cruz das Pedras,8143,Viúvo,4,763,0,42682.92,Veículo,11716.2,36,1.26,35.62,40,3463.34,False,Eletrodomésticos,2024-10-19,2024-11-25,2022-03-19,2024-12-27,14,93659.91,25.45,Em dia,Online,Consequuntur incidunt neque dicta unde quam.,1,1,763.0
826.714.530-35,Samuel da Conceição,Pizzaiolo,1,43,da Mota de Goiás,12151,Viúvo,2,437,0,12774.54,Imobiliário,29443.22,12,2.05,26.72,10,2938.52,True,Ferramentas,2023-02-24,2024-11-16,2022-10-21,2024-11-23,2,38554.04,49.48,Renegociado,Presencial,Velit debitis quia accusamus alias delectus amet vero inventore excepturi.,2,0,437.0
891.726.045-49,Sabrina Araújo,Estoquista,0,56,Cardoso de Goiás,7215,Casado,4,329,0,6035.05,Imobiliário,41638.53,48,2.13,28.73,10,9003.89,True,Eletrodomésticos,2022-11-15,2024-11-20,2021-07-18,2024-11-07,5,81864.02,41.0,Atrasado,Presencial,Tenetur accusantium eveniet rerum cumque qui atque ratione ad illum.,3,0,329.0
647.592.108-49,Sra. Isadora Barros,Geriatra,1,46,Cunha das Flores,19154,Solteiro,4,443,0,3149.81,Veículo,43542.32,6,0.81,12.32,20,4870.71,False,Móveis,2023-07-28,2024-11-20,2023-09-29,2025-01-03,6,90753.19,21.46,Em dia,Presencial,Aut asperiores eum nihil consequuntur atque.,1,0,443.0
290.645.837-65,Srta. Mirella Cardoso,Profissional de hotelaria,1,33,da Costa,8614,Viúvo,1,439,0,39848.89,Veículo,49050.18,36,1.39,24.87,20,796.3,False,Ferramentas,2023-02-18,2024-11-15,2022-01-08,2024-12-18,18,33049.04,46.95,Atrasado,Presencial,Incidunt dolorum sed maxime consectetur sequi eius adipisci eum sit nesciunt.,3,0,439.0
938.502.641-06,Maria Vitória da Cruz,Juiz de futebol,1,40,Pires,15762,Casado,2,678,0,2908.11,Pessoal,43738.09,36,1.65,18.24,20,3247.21,True,Eletrônicos,2022-09-26,2024-11-16,2024-06-13,2024-12-01,6,81955.26,49.82,Renegociado,Presencial,Pariatur aliquid fugiat omnis atque optio nostrum aliquid.,2,1,678.0
287.569.134-19,Danilo Moreira,Árbitro e mediador,0,28,Freitas,13555,Divorciado,0,335,0,19618.04,Parcelamento em Loja,40647.47,12,2.02,34.95,0,7143.98,False,Eletrônicos,2024-02-24,2024-11-27,2022-04-13,2024-12-11,4,52222.12,11.95,Renegociado,Telefone,Beatae dignissimos modi distinctio nemo deserunt.,2,0,335.0
728.160.345-26,Bruno Farias,Retificador,1,53,Alves do Campo,16627,Solteiro,1,650,1,46886.89,Veículo,1543.05,6,1.23,13.5,10,1252.92,True,Ferramentas,2024-07-23,2024-11-12,2020-12-21,2024-11-12,2,45308.35,27.72,Em dia,Online,Facilis maxime veritatis blanditiis dolor doloribus nisi excepturi.,1,0,325.0
638.910.572-02,André Peixoto,Engenheiro petroquímico,1,40,Souza do Campo,2667,Solteiro,2,698,1,5594.84,Parcelamento em Loja,39666.3,48,1.1,34.52,40,1981.26,True,Ferramentas,2022-04-04,2024-11-12,2020-12-26,2025-01-03,4,83636.22,21.18,Atrasado,Telefone,Perspiciatis ex dolor delectus id quo error ipsam recusandae cupiditate nesciunt.,3,0,349.0
573.860.921-21,Vitor Hugo da Mata,Hostess,0,69,Dias de Pires,13200,Solteiro,0,619,1,3056.22,Pessoal,44735.63,24,1.81,10.41,20,8390.87,False,Móveis,2022-08-28,2024-11-06,2024-02-07,2024-11-11,14,82608.28,45.57,Em dia,Presencial,Inventore eaque quia quas nesciunt explicabo ipsa iste pariatur numquam sint.,1,0,309.5
680.473.952-38,Sofia Cunha,Engenheiro industrial,1,58,Costa da Prata,17150,Divorciado,3,388,0,6569.97,Pessoal,20059.6,24,1.57,30.81,10,7389.9,True,Móveis,2021-12-11,2024-11-08,2020-11-22,2024-12-19,19,85227.9,33.08,Renegociado,Presencial,Eius nemo odio facere numquam rerum explicabo rerum at.,2,0,388.0
896.504.327-10,Dra. Pietra Jesus,Técnico em desporto,1,53,da Costa de Cardoso,19807,Viúvo,0,338,1,19871.3,Parcelamento em Loja,38197.62,6,2.18,27.62,10,7090.72,False,Móveis,2021-11-30,2024-11-07,2024-02-29,2024-12-23,3,84232.91,45.37,Renegociado,Online,Voluptatum voluptatem illo repellendus natus architecto laborum tempore.,2,0,169.0
347.925.601-52,Júlia Mendes,Engenheiro de ergonomia,1,53,Fogaça do Norte,10682,Divorciado,4,602,0,8117.12,Parcelamento em Loja,9645.93,24,0.93,25.19,30,8030.64,False,Eletrodomésticos,2021-12-23,2024-12-03,2020-12-17,2025-01-03,17,33650.74,10.5,Atrasado,Telefone,Fuga doloribus odit aperiam totam impedit autem labore.,3,0,602.0
402.356.879-10,Valentina Alves,Taxista,1,24,Fernandes do Campo,9020,Divorciado,2,521,0,19812.98,Imobiliário,2878.51,12,1.62,27.94,0,1191.35,False,Ferramentas,2023-02-07,2024-11-10,2024-02-22,2024-12-26,1,7025.78,21.7,Renegociado,Telefone,Dolor illo neque fuga enim ipsam voluptatibus earum quisquam ipsa.,2,0,521.0
289.367.504-29,Carlos Eduardo da Costa,Redator,0,56,Pereira de da Cunha,9093,Viúvo,3,675,0,42258.35,Parcelamento em Loja,20238.8,36,1.57,32.1,20,9516.19,False,Eletrodomésticos,2022-05-12,2024-11-12,2023-09-03,2024-12-22,9,57366.24,33.38,Renegociado,Telefone,Pariatur excepturi natus praesentium praesentium illum quis sunt nemo suscipit.,2,1,675.0
739.025.146-80,Pedro Azevedo,Afiador de ferramentas,1,40,Gonçalves de das Neves,11100,Viúvo,2,309,1,10149.41,Pessoal,1585.53,12,2.89,22.7,10,9950.7,True,Ferramentas,2022-09-22,2024-11-10,2023-10-14,2024-12-12,18,39786.37,25.39,Em dia,Presencial,Culpa dicta tenetur quidem harum unde corrupti aut labore.,1,0,154.5
